_id,articleId,customerName,isCategory,nGramCnt,origCount,origSentence,scores.betweeness,scores.closeness,scores.degree,scores.fromBegScore,scores.isInTag-a,scores.isInTag-b,scores.isInTag-h1,scores.isInTag-h2,scores.isInTag-h3,scores.isInTag-h4,scores.isInTag-h5,scores.isInTag-h6,scores.isInTag-i,scores.isInTag-strong,scores.isInTitle,scores.load,scores.originalPhrase,scores.relDocsRatio,scores.relTermsRatio,scores.relVsIrrelDocs,scores.relVsIrrelTerms,scores.relevance,stem,stemCount,termOccurrence
5ac21cbbfffa760008741c19,116820,MIT_AthleticTrainers,,2,2,sports medicine,0.268858686,2.434226703,1.893287435,0.207253886,,,,,,,,,,,,0.268858686,sports medicine,0.780293758,0.813253012,3.551532033,4.35483871,0.577899,sport medicin,2,3
5ac21cbcfffa760008741c1c,116820,MIT_AthleticTrainers,,3,1,Athletic Training Services,,,,0.124079629,,,,,,,,,,,,,,0.756756757,0.782894737,3.111111111,3.606060606,0.575137,athlet train servic,1,3
5ac21cbcfffa760008741c1e,116820,MIT_AthleticTrainers,,3,1,sports medicine team,,,,0.179710935,,,,,,,,,,,,,,0.75,0.763636364,3,3.230769231,0.576798,sport medicin team,1,2
5ac21cbcfffa760008741c20,116820,MIT_AthleticTrainers,,2,,Adam Elberg,,,1.204819277,0.638396509,,,,,,,,,,,,,Adam Elberg,1,1,2,3,0.543108,adam elberg,,2
5ac21cbcfffa760008741c22,116820,MIT_AthleticTrainers,,2,,Central Massachusetts,,,0.860585198,0,,,,,,,,,,,1,,Central Massachusetts,0,0,0,0,0.55591,central massachusett,,2
5ac21cbdfffa760008741c24,116820,MIT_AthleticTrainers,,2,,Ed Ramsey,,,1.204819277,0.823288792,,,,,,,,,,,,,Ed Ramsey,,,,,0.576803,ed ramsei,,2
5ac21cbdfffa760008741c25,116820,MIT_AthleticTrainers,,2,,New England,,1.95587545,1.204819277,0.977092992,,,,,,,,,1,,,,New England,0.367256637,0.352750809,0.58041958,0.545,0.638817,new england,,2
5ac21cbdfffa760008741c26,116820,MIT_AthleticTrainers,,2,,New Hampshire,0.217817081,1.703958692,,0.492773384,,,,,,,,,,,,0.217817081,New Hampshire,0.455696203,0.470588235,0.837209302,0.888888889,0.587045,new hampshir,,2
5ac21cbdfffa760008741c27,116820,MIT_AthleticTrainers,,2,,New Jersey,0.198824856,,,0.370057268,,,,,,,,,,,,0.198824856,New Jersey,0.441176471,0.480417755,0.789473684,0.924623116,0.553142,new jersei,,2
5ac21cbdfffa760008741c28,116820,MIT_AthleticTrainers,,2,,Northern Connecticut,0.217817081,1.703958692,,0.48786474,,,,,,,,,,,,0.217817081,Northern Connecticut,,,,,0.544645,northern connecticut,,2
5ac21cbefffa760008741c29,116820,MIT_AthleticTrainers,,3,,ProEx Physical Therapy,,1.654971534,1.204819277,0.831469866,,,,,,,,,,,,,ProEx Physical Therapy,1,1,3,5,0.711792,proex physic therapi,,2
5ac21cbefffa760008741c2a,116820,MIT_AthleticTrainers,,3,,Professional Physical Therapy,0.306249629,1.95587545,1.376936317,0.943005181,,,,,,,,,,,1,0.306249629,Professional Physical Therapy,0.692307692,0.904761905,2.25,9.5,0.978483,profession physic therapi,,2
5ac21cbefffa760008741c2c,116820,MIT_AthleticTrainers,,2,,Ramsey Rehab,0.363226304,,1.204819277,0.902917917,,,,,,,,,,,1,0.363226304,Ramsey Rehab,,,,,0.740263,ramsei rehab,,2
5ac21cbefffa760008741c2e,116820,MIT_AthleticTrainers,,2,,class care,,,,0.596400327,,,,,,,,,,,,,,0,0,0,0,0.545729,class care,,2
5ac21cbefffa760008741c30,116820,MIT_AthleticTrainers,,2,,patient care,,,1.204819277,0.548677393,,,,,,,,,,,,,patient care,0.474418605,0.487455197,0.902654867,0.951048951,0.5466,patient care,,2
5ac21cbffffa760008741c32,116820,MIT_AthleticTrainers,,2,,service excellence,0.182800166,1.930005737,1.204819277,0.689391873,,,,,,,,,,,,0.182800166,service excellence,0.8,0.8,4,4,0.547234,servic excel,,2
5ac21cbafffa760008741c10,116839,MIT_AthleticTrainers,,3,1,high school athletes,,,,0.44504749,,,,,,,,,,,,,,0.792253521,0.800959233,3.813559322,4.024096386,0.588491,high school athlet,1,2
5ac21cbafffa760008741c11,116839,MIT_AthleticTrainers,,2,4,injury prevention,,,,0.13003166,,,,,,,,,,,,,,0.769485904,0.8,3.338129496,4,,injuri prevent,4,2
5ac21cbafffa760008741c12,116839,MIT_AthleticTrainers,,2,1,lower extremity,,,,0.627091814,,,,,,,,,,,,,,0.85620915,0.904059041,5.954545455,9.423076923,0.474105,lower extrem,1,2
5ac21cbafffa760008741c13,116839,MIT_AthleticTrainers,,3,2,injury prevention programs,,,,0.090682949,,,,,,,,,,,,,,0.94,0.975409836,15.66666667,39.66666667,0.538995,injuri prevent program,3,2
5ac21cbafffa760008741c14,116839,MIT_AthleticTrainers,,2,2,prevention programs,0.139355973,1.467735777,,0.779059249,,,,,,,,,,,,0.139355973,prevention programs,0.818181818,0.911458333,4.5,10.29411765,,prevent program,3,2
5ac21cbbfffa760008741c15,116839,MIT_AthleticTrainers,,3,2,Sport Related Injury,,,,0,,,,,,,,,,,,,,0.886597938,0.899082569,7.818181818,8.909090909,0.50416,sport relat injuri,5,2
5ac21cbbfffa760008741c16,116839,MIT_AthleticTrainers,,2,1,sports participation,0.100670403,1.459459459,,0.7578019,,,,,,,,,,,,0.100670403,sports participation,0.943181818,0.959677419,16.6,23.8,0.473827,sport particip,1,3
5ac21cbbfffa760008741c17,116839,MIT_AthleticTrainers,,2,,Foss KDB,,,0.888888889,0.963138851,,,,,,,,,,,,,Foss KDB,,,,,0.485158,foss kdb,,2
5ac21cbbfffa760008741c18,116839,MIT_AthleticTrainers,,2,,Hewett TE,,,0.888888889,0.954093171,,,,,,,,,,,,,Hewett TE,0.5,0.5,1,1,0.48258,hewett te,,2
5ac21cbbfffa760008741c1a,116839,MIT_AthleticTrainers,,2,,Home Message,,,,0.931931253,,,,,,,,,1,,,,,0.923076923,0.923076923,12,12,0.481766,home messag,,2
5ac21cbcfffa760008741c1b,116839,MIT_AthleticTrainers,,2,,Khoury JC,,,0.888888889,0.958616011,,,,,,,,,,,,,Khoury JC,,,,,0.483825,khouri jc,,2
5ac21cbcfffa760008741c1d,116839,MIT_AthleticTrainers,,2,,Myer GD,,,0.888888889,0.956128449,,,,,,,,,,,,,Myer GD,0.75,0.6,3,1.5,0.485486,myer gd,,2
5ac21cbcfffa760008741c1f,116839,MIT_AthleticTrainers,,2,,Neuromuscular Training,,,,0.995251018,,,,,,,,,1,,,,,0.818181818,0.842105263,4.5,5.333333333,0.944477,neuromuscular train,,2
5ac21cbcfffa760008741c21,116839,MIT_AthleticTrainers,,2,,Randomized Trial,,,,0,,,,,,,,,,,,,,0.947368421,0.954545455,18,21,0.49209,random trial,,2
5ac21cbcfffa760008741c23,116839,MIT_AthleticTrainers,,4,,Sport Related Injury Incidence,,,0.888888889,0,,,,,,,,,,,,,Sport Related Injury Incidence,,,,,0.715461,sport relat injuri incid,,2
5ac21caafffa760008741be4,116850,MIT_AthleticTrainers,,3,1,high school athletes,,,,0.29198372,,,,,,,,,,,,,,0.792253521,0.800959233,3.813559322,4.024096386,0.549108,high school athlet,2,2
5ac21caafffa760008741be6,116850,MIT_AthleticTrainers,,3,2,certified athletic trainer,,,,0.535657406,,,,,,,,,,,,,,0.790170132,0.814285714,3.765765766,4.384615385,0.704742,certifi athlet trainer,2,2
5ac21caafffa760008741be8,116850,MIT_AthleticTrainers,,3,2,athletic training profession,,,,0.691028137,,,,,,,,,,,,,,0.926605505,0.948051948,12.625,18.25,0.676704,athlet train profess,2,2
5ac21caafffa760008741bea,116850,MIT_AthleticTrainers,,3,3,Athletic Trainers Society,,,,0.815430897,,,,,,,,,,,1,,,0.801886792,0.841059603,4.047619048,5.291666667,0.816523,athlet trainer societi,3,2
5ac21caafffa760008741bec,116850,MIT_AthleticTrainers,,2,,Athletic Training,,,,0.791010441,,,,,,,,,,,1,,,0.619864237,0.729938543,1.630639098,2.702860858,0.793154,athlet train,,2
5ac21cabfffa760008741bf0,116850,MIT_AthleticTrainers,,2,,East Tennessee,,,,0.193947974,,,,,,,,,,,,,,0.647058824,0.681818182,1.833333333,2.142857143,0.471174,east tennesse,,2
5ac21cabfffa760008741bf2,116850,MIT_AthleticTrainers,,2,,Jefferson City,,,0.935672515,0.467527871,,,,,,,,,,,,,Jefferson City,0.5,0.428571429,1,0.75,0.472298,jefferson citi,,2
5ac21cabfffa760008741bf4,116850,MIT_AthleticTrainers,,3,,Knoxville Orthopedic Clinic,0.100524535,,,0.376039639,,,,,,,,,,,,0.100524535,Knoxville Orthopedic Clinic,1,1,1,1,0.530165,knoxvil orthoped clinic,,2
5ac21cacfffa760008741bf5,116850,MIT_AthleticTrainers,,3,,Lincoln Memorial University,,,,0.439745178,,,,,,,,,,,,,,0,0,0,0,0.537171,lincoln memori univers,,2
5ac21cacfffa760008741bf6,116850,MIT_AthleticTrainers,,2,,Middle Tennessee,,,,0.179083348,,,,,,,,,,,,,,0.375,0.372093023,0.6,0.592592593,0.472299,middl tennesse,,2
5ac21cacfffa760008741bf7,116850,MIT_AthleticTrainers,,3,,Rutledge High School,,,,0.366306848,,,,,,,,,,,,,,,,,,0.553183,rutledg high school,,2
5ac21cacfffa760008741bf8,116850,MIT_AthleticTrainers,,2,,Scott Byrd,,,0.935672515,0.996814723,,,,,,,,,,,,,Scott Byrd,1,1,1,1,0.760426,scott byrd,,2
5ac21ca8fffa760008741bde,116869,MIT_AthleticTrainers,,2,1,Sports Medicine,,,,0.64142539,,,,,,,,,,,,,,0.780293758,0.813253012,3.551532033,4.35483871,,sport medicin,2,2
5ac21ca9fffa760008741bdf,116869,MIT_AthleticTrainers,,3,1,high school athletes,,,,0.135857461,,,,,,,,,,,,,,0.792253521,0.800959233,3.813559322,4.024096386,0.347511,high school athlet,1,2
5ac21ca9fffa760008741be0,116869,MIT_AthleticTrainers,,3,2,athletic training services,,,,0.920935412,,,,,,,,,,,,,,0.756756757,0.782894737,3.111111111,3.606060606,0.57341,athlet train servic,2,2
5ac21ca9fffa760008741be1,116869,MIT_AthleticTrainers,,2,,Berry Stadium,0.134026672,1.341805031,0.778642937,0.942650334,,,,,,,,,,,,0.134026672,Berry Stadium,,,,,0.498003,berri stadium,,2
5ac21ca9fffa760008741be2,116869,MIT_AthleticTrainers,,2,,Brian Strong,,,,0.689123979,,,,,,,,,,,,,,,,,,0.256896,brian strong,,2
5ac21ca9fffa760008741be3,116869,MIT_AthleticTrainers,,3,,CEO Perry Gay,,,,0.76095026,,,,,,,,,,,,,,,,,,0.335943,ceo perri gai,,2
5ac21caafffa760008741be5,116869,MIT_AthleticTrainers,,2,,Corp. athletes,,,,0.856347439,,,,,,,,,,,,,,,,,,0.235096,corp athlet,,2
5ac21caafffa760008741be7,116869,MIT_AthleticTrainers,,2,,Fran Ruchalski,,,0.778642937,0.95081663,,,,,,,,,,,,,Fran Ruchalski,,,,,0.378785,fran ruchalski,,2
5ac21caafffa760008741be9,116869,MIT_AthleticTrainers,,3,,Indiana Sports Medicine,,,,0.642910171,,,,,,,,,,,,,,,,,,0.337286,indiana sport medicin,,2
5ac21caafffa760008741beb,116869,MIT_AthleticTrainers,,2,,LMH President,,,,0.764291017,,,,,,,,,,,,,,,,,,0.4613,lmh presid,,2
5ac21caafffa760008741bed,116869,MIT_AthleticTrainers,,2,,LMH banners,,,,0.363585746,,,,,,,,,,,,,,,,,,0.436859,lmh banner,,2
5ac21cabfffa760008741bee,116869,MIT_AthleticTrainers,,3,,Logansport Memorial Hospital,0.099590983,1.627267973,0.778642937,0.936896808,,,,,,,,,,,,0.099590983,Logansport Memorial Hospital,,,,,0.978727,logansport memori hospit,,2
5ac21cabfffa760008741bef,116869,MIT_AthleticTrainers,,2,,Logansport athletes,,,,0.593170007,,,,,,,,,,,,,,,,,,0.487399,logansport athlet,,2
5ac21cabfffa760008741bf1,116869,MIT_AthleticTrainers,,2,,Logansport schools,,,,0.746288048,,,,,,,,,,,,,,,,,,0.577829,logansport school,,2
5ac21cabfffa760008741bf3,116869,MIT_AthleticTrainers,,2,,Logansport sports,,,,0.912583519,,,,,,,,,,,,,,,,,,0.545151,logansport sport,,2
5ac21cbefffa760008741c2b,116883,MIT_AthleticTrainers,,2,1,recovery time,,,,0.178062678,,,,,,,,,,,,,,0.788888889,0.824,3.736842105,4.681818182,,recoveri time,1,2
5ac21cbefffa760008741c2d,116883,MIT_AthleticTrainers,,2,1,overuse injuries,0.027224002,,,0.072916667,,,,,,,,,,,,0.027224002,overuse injuries,0.859813084,0.884848485,6.133333333,7.684210526,0.230843,overus injuri,1,2
5ac21cbefffa760008741c2f,116883,MIT_AthleticTrainers,,2,3,stress fracture,,,0.456852792,0.862713675,,,,,,,,,,,,,stress fractures,0.731958763,0.828054299,2.730769231,4.815789474,0.272062,stress fractur,5,3
5ac21cbefffa760008741c31,116883,MIT_AthleticTrainers,,3,,Bone Stress Injury,,,,0,,,,,,,,,,1,1,,,0.666666667,0.714285714,2,2.5,0.972023,bone stress injuri,,2
5ac21cbffffa760008741c33,116883,MIT_AthleticTrainers,,2,,Bone health,,,0.507614213,0.096064815,,,,,,,,,,1,,,bone health,0.6,0.566666667,1.5,1.307692308,0.319597,bone health,,2
5ac21cbffffa760008741c34,116883,MIT_AthleticTrainers,,2,,Great Expectations,,,,0.976139601,,,,,,,,,,1,1,,,0,0,0,0,0.245573,great expect,,2
5ac21cbffffa760008741c35,116883,MIT_AthleticTrainers,,3,,Professor Stuart Warden,,,,0.964031339,,,,,,,,,,1,,,,,,,,0.248021,professor stuart warden,,2
